data,regiao,categoria,produto,canal,unidades,preco_unitario,receita,custo,lucro,satisfacao
2024-07-14,Nordeste,Casa e Decoração,Cadeira Foco,Marketplace,1,520.56,520.56,374.72,145.84,4.4
2024-07-14,Sudeste,Casa e Decoração,Cadeira Foco,E-commerce,3,166.15,498.45,336.78,161.67,4.4
2024-07-14,Norte,Eletrônicos,Notebook Aura,E-commerce,3,2044.7,6134.1,4777.72,1356.38,3.0
2024-07-15,Centro-Oeste,Esporte e Lazer,Bicicleta Rota,Marketplace,2,485.94,971.88,762.48,209.4,3.6
2024-07-15,Norte,Casa e Decoração,Vaso Raiz,E-commerce,3,461.1,1383.3,824.96,558.34,2.8
2024-07-15,Sudeste,Eletrônicos,Monitor Vista,E-commerce,8,2045.75,16366.0,13946.79,2419.21,3.3
2024-07-15,Sul,Casa e Decoração,Luminária Sol,Loja física,6,516.84,3101.04,1972.65,1128.39,3.7
2024-07-15,Sul,Esporte e Lazer,Bicicleta Rota,E-commerce,6,404.42,2426.52,1650.93,775.59,3.7
2024-07-16,Sul,Eletrônicos,Monitor Vista,E-commerce,5,1870.52,9352.6,8496.38,856.22,3.7
2024-07-16,Sudeste,Alimentos,Granola Cheia,Loja física,6,58.78,352.68,257.6,95.08,4.2
2024-07-16,Sudeste,Vestuário,Camiseta Base,Loja física,5,197.72,988.6,510.13,478.47,3.5
2024-07-16,Nordeste,Esporte e Lazer,Bicicleta Rota,Loja física,8,270.19,2161.52,1362.46,799.06,4.4
2024-07-16,Centro-Oeste,Vestuário,Camiseta Base,Loja física,3,57.72,173.16,78.76,94.4,3.4
2024-07-17,Sudeste,Esporte e Lazer,Halteres Par,Marketplace,5,368.13,1840.65,1346.56,494.09,4.1
2024-07-17,Centro-Oeste,Eletrônicos,Fone Pulse,E-commerce,6,1787.66,10725.96,8666.19,2059.77,3.5
2024-07-18,Sudeste,Alimentos,Chá Manhã,Loja física,6,41.9,251.4,184.01,67.39,3.8
2024-07-18,Sudeste,Casa e Decoração,Vaso Raiz,Loja física,9,271.1,2439.9,1325.58,1114.32,4.2
2024-07-18,Sul,Alimentos,Chá Manhã,Marketplace,7,57.22,400.54,361.46,39.08,3.3
2024-07-18,Norte,Vestuário,Jaqueta Norte,Loja física,3,110.28,330.84,157.7,173.14,
2024-07-18,Centro-Oeste,Eletrônicos,Monitor Vista,Loja física,2,2742.8,5485.6,4856.17,629.43,3.4
2024-07-19,Norte,Esporte e Lazer,Barraca Cume,E-commerce,2,495.12,990.24,619.51,370.73,5.0
2024-07-19,Centro-Oeste,Esporte e Lazer,Prancha Maré,Loja física,3,289.56,868.68,558.51,310.17,3.2
2024-07-19,Norte,Eletrônicos,Monitor Vista,E-commerce,4,2160.66,8642.64,7097.73,1544.91,5.0
2024-07-19,Sudeste,Eletrônicos,Tablet Nimbus,E-commerce,8,2327.53,18620.24,14478.71,4141.53,3.2
2024-07-20,Nordeste,Vestuário,Tênis Passo,E-commerce,4,90.38,361.52,164.37,197.15,3.9
2024-07-20,Sudeste,Alimentos,Azeite Oliva,Loja física,6,88.27,529.62,402.42,127.2,3.3
2024-07-20,Sudeste,Esporte e Lazer,Barraca Cume,E-commerce,10,505.92,5059.2,3009.42,2049.78,4.3
2024-07-20,Nordeste,Casa e Decoração,Cadeira Foco,Loja física,7,364.29,2550.03,1400.16,1149.87,4.7
2024-07-20,Nordeste,Eletrônicos,Tablet Nimbus,E-commerce,4,1367.21,5468.84,4187.3,1281.54,4.2
2024-07-21,Norte,Vestuário,Jaqueta Norte,Marketplace,3,170.5,511.5,301.05,210.45,4.1
2024-07-21,Nordeste,Esporte e Lazer,Barraca Cume,E-commerce,3,376.95,1130.85,705.81,425.04,4.0
2024-07-21,Norte,Vestuário,Jaqueta Norte,Loja física,5,159.35,796.75,387.71,409.04,3.9
2024-07-21,Centro-Oeste,Vestuário,Tênis Passo,Loja física,3,93.35,280.05,114.89,165.16,3.9
2024-07-21,Sul,Eletrônicos,Fone Pulse,Marketplace,4,1876.08,7504.32,6524.93,979.39,3.8
2024-07-22,Sul,Esporte e Lazer,Prancha Maré,E-commerce,4,285.31,1141.24,738.15,403.09,3.4
2024-07-22,Sudeste,Esporte e Lazer,Barraca Cume,Loja física,4,357.57,1430.28,930.07,500.21,3.4
2024-07-22,Sul,Eletrônicos,Monitor Vista,E-commerce,5,2035.97,10179.85,7860.06,2319.79,4.3
2024-07-22,Nordeste,Esporte e Lazer,Bicicleta Rota,E-commerce,6,338.51,2031.06,1143.49,887.57,4.2
2024-07-23,Sudeste,Eletrônicos,Tablet Nimbus,E-commerce,2,2243.71,4487.42,3531.92,955.5,3.2
2024-07-23,Norte,Eletrônicos,Tablet Nimbus,E-commerce,4,1710.6,6842.4,5502.82,1339.58,3.0
2024-07-24,Nordeste,Eletrônicos,Tablet Nimbus,Marketplace,7,1186.35,8304.45,8138.36,166.09,4.0
2024-07-24,Sul,Esporte e Lazer,Halteres Par,E-commerce,7,289.07,2023.49,1319.11,704.38,3.1
2024-07-24,Sudeste,Vestuário,Calça Trilha,Loja física,8,164.79,1318.32,506.47,811.85,3.4
2024-07-24,Nordeste,Casa e Decoração,Tapete Onda,E-commerce,2,396.74,793.48,400.75,392.73,5.0
2024-07-24,Sudeste,Alimentos,Chá Manhã,E-commerce,7,58.98,412.86,304.25,108.61,3.5
2024-07-24,Sudeste,Alimentos,Chá Manhã,Loja física,5,33.19,165.95,118.76,47.19,3.2
2024-07-24,Sul,Esporte e Lazer,Barraca Cume,E-commerce,9,221.81,1996.29,1249.33,746.96,4.3
2024-07-24,Sul,Casa e Decoração,Tapete Onda,E-commerce,4,242.19,968.76,580.03,388.73,4.5
2024-07-24,Sudeste,Vestuário,Camiseta Base,E-commerce,5,110.13,550.65,228.43,322.22,3.0
2024-07-24,Sul,Eletrônicos,Monitor Vista,E-commerce,4,1911.98,7647.92,6435.34,1212.58,4.0
2024-07-25,Sudeste,Casa e Decoração,Tapete Onda,Loja física,5,340.95,1704.75,987.39,717.36,3.9
2024-07-25,Sudeste,Casa e Decoração,Tapete Onda,Loja física,5,463.32,2316.6,1443.31,873.29,3.7
2024-07-25,Sudeste,Vestuário,Camiseta Base,E-commerce,7,55.65,389.55,186.98,202.57,4.2
2024-07-25,Nordeste,Eletrônicos,Tablet Nimbus,Marketplace,7,2812.5,19687.5,19102.66,584.84,3.2
2024-07-25,Nordeste,Eletrônicos,Tablet Nimbus,E-commerce,5,1556.95,7784.75,6527.85,1256.9,3.5
2024-07-25,Sul,Casa e Decoração,Luminária Sol,E-commerce,3,122.11,366.33,215.68,150.65,4.1
2024-07-26,Nordeste,Alimentos,Azeite Oliva,E-commerce,6,51.7,310.2,230.54,79.66,4.1
2024-07-26,Sudeste,Esporte e Lazer,Halteres Par,E-commerce,4,456.74,1826.96,1162.48,664.48,4.0
2024-07-26,Norte,Alimentos,Granola Cheia,E-commerce,4,86.16,344.64,258.04,86.6,4.1
2024-07-26,Sul,Casa e Decoração,Cadeira Foco,E-commerce,4,419.73,1678.92,915.38,763.54,3.8
2024-07-26,Nordeste,Esporte e Lazer,Bicicleta Rota,E-commerce,3,430.76,1292.28,798.74,493.54,3.6
2024-07-26,Norte,Casa e Decoração,Tapete Onda,Loja física,1,286.35,286.35,202.22,84.13,3.7
2024-07-27,Nordeste,Casa e Decoração,Vaso Raiz,Marketplace,9,677.9,6101.1,4138.9,1962.2,3.0
2024-07-27,Sul,Alimentos,Chá Manhã,Loja física,7,70.76,495.32,387.1,108.22,4.5
2024-07-27,Centro-Oeste,Casa e Decoração,Tapete Onda,Marketplace,3,326.18,978.54,741.1,237.44,3.8
2024-07-27,Centro-Oeste,Alimentos,Chá Manhã,Marketplace,2,53.25,106.5,87.24,19.26,3.5
2024-07-27,Nordeste,Alimentos,Azeite Oliva,Marketplace,7,42.25,295.75,260.17,35.58,3.1
2024-07-28,Nordeste,Casa e Decoração,Vaso Raiz,E-commerce,5,436.82,2184.1,1315.52,868.58,4.8
2024-07-28,Norte,Eletrônicos,Monitor Vista,Loja física,4,2484.21,9936.84,8140.78,1796.06,3.9
2024-07-28,Nordeste,Alimentos,Azeite Oliva,E-commerce,4,23.16,92.64,68.81,23.83,3.9
2024-07-28,Centro-Oeste,Alimentos,Café Serra,E-commerce,3,52.49,157.47,113.36,44.11,4.9
2024-07-28,Sudeste,Esporte e Lazer,Prancha Maré,E-commerce,8,494.23,3953.84,2676.2,1277.64,5.0
2024-07-28,Sudeste,Vestuário,Jaqueta Norte,E-commerce,11,136.77,1504.47,670.04,834.43,5.0
2024-07-29,Nordeste,Casa e Decoração,Vaso Raiz,Loja física,3,437.85,1313.55,705.6,607.95,4.0
2024-07-29,Nordeste,Vestuário,Camiseta Base,E-commerce,3,159.83,479.49,210.5,268.99,5.0
2024-07-29,Centro-Oeste,Vestuário,Jaqueta Norte,E-commerce,2,120.83,241.66,123.83,117.83,4.9
2024-07-29,Sul,Alimentos,Chá Manhã,Loja física,4,51.08,204.32,153.58,50.74,4.1
2024-07-29,Centro-Oeste,Vestuário,Tênis Passo,E-commerce,3,215.49,646.47,272.11,374.36,4.3
2024-07-29,Centro-Oeste,Esporte e Lazer,Prancha Maré,E-commerce,4,197.44,789.76,513.61,276.15,3.8
2024-07-29,Sul,Alimentos,Granola Cheia,E-commerce,6,64.63,387.78,316.71,71.07,4.8
2024-07-30,Sul,Alimentos,Granola Cheia,Marketplace,1,23.88,23.88,18.69,5.19,2.9
2024-07-30,Nordeste,Esporte e Lazer,Bicicleta Rota,E-commerce,3,177.85,533.55,362.85,170.7,4.1
2024-07-30,Norte,Vestuário,Jaqueta Norte,E-commerce,2,135.41,270.82,129.62,141.2,4.7
2024-07-30,Sudeste,Esporte e Lazer,Bicicleta Rota,E-commerce,7,360.42,2522.94,1539.38,983.56,4.1
2024-07-30,Norte,Eletrônicos,Notebook Aura,E-commerce,2,2380.95,4761.9,3983.73,778.17,3.2
2024-07-30,Nordeste,Esporte e Lazer,Barraca Cume,Marketplace,8,507.53,4060.24,2975.08,1085.16,3.0
2024-07-30,Norte,Esporte e Lazer,Barraca Cume,Loja física,5,143.5,717.5,467.83,249.67,4.4
2024-07-30,Sudeste,Alimentos,Granola Cheia,E-commerce,10,57.66,576.6,435.3,141.3,3.3
2024-07-30,Nordeste,Esporte e Lazer,Barraca Cume,E-commerce,3,293.4,880.2,603.28,276.92,3.9
2024-07-30,Nordeste,Casa e Decoração,Luminária Sol,Loja física,3,112.0,336.0,220.39,115.61,3.7
2024-07-30,Sudeste,Eletrônicos,Monitor Vista,E-commerce,1,1408.64,1408.64,1159.26,249.38,3.4
2024-07-30,Sul,Alimentos,Azeite Oliva,E-commerce,4,55.0,220.0,148.02,71.98,3.9
2024-07-30,Nordeste,Casa e Decoração,Tapete Onda,Marketplace,1,295.35,295.35,189.6,105.75,3.6
2024-07-31,Sul,Casa e Decoração,Vaso Raiz,Loja física,5,430.82,2154.1,1231.59,922.51,4.8
2024-07-31,Nordeste,Vestuário,Tênis Passo,Loja física,1,116.16,116.16,62.36,53.8,3.4
2024-07-31,Nordeste,Eletrônicos,Notebook Aura,Marketplace,4,1538.6,6154.4,5395.26,759.14,3.3
2024-07-31,Nordeste,Vestuário,Jaqueta Norte,E-commerce,5,129.62,648.1,324.13,323.97,4.6
2024-07-31,Sul,Alimentos,Granola Cheia,Loja física,9,58.02,522.18,359.06,163.12,3.4
2024-07-31,Sul,Alimentos,Azeite Oliva,Loja física,7,42.23,295.61,234.38,61.23,3.6
2024-08-01,Norte,Alimentos,Azeite Oliva,E-commerce,5,49.68,248.4,187.87,60.53,
2024-08-02,Sul,Vestuário,Jaqueta Norte,Loja física,10,213.52,2135.2,1154.8,980.4,3.4
2024-08-02,Sul,Casa e Decoração,Tapete Onda,Loja física,1,112.0,112.0,56.13,55.87,4.2
2024-08-03,Sudeste,Esporte e Lazer,Halteres Par,Loja física,6,351.52,2109.12,1123.38,985.74,3.8
2024-08-03,Sul,Casa e Decoração,Cadeira Foco,Loja física,4,197.85,791.4,473.44,317.96,2.8
2024-08-03,Centro-Oeste,Esporte e Lazer,Barraca Cume,E-commerce,3,612.92,1838.76,1015.7,823.06,3.5
2024-08-03,Nordeste,Vestuário,Calça Trilha,Marketplace,2,186.05,372.1,240.05,132.05,3.9
2024-08-03,Sul,Eletrônicos,Notebook Aura,Loja física,5,1617.78,8088.9,6420.84,1668.06,3.5
2024-08-03,Norte,Eletrônicos,Notebook Aura,Marketplace,3,2105.71,6317.13,5856.43,460.7,3.5
2024-08-03,Nordeste,Esporte e Lazer,Halteres Par,E-commerce,6,367.78,2206.68,1513.91,692.77,3.9
2024-08-04,Norte,Alimentos,Café Serra,E-commerce,2,48.65,97.3,65.54,31.76,4.4
2024-08-04,Sudeste,Vestuário,Tênis Passo,E-commerce,6,71.48,428.88,215.91,212.97,3.3
2024-08-04,Sudeste,Alimentos,Azeite Oliva,Loja física,4,46.97,187.88,135.19,52.69,3.3
2024-08-04,Nordeste,Alimentos,Café Serra,Marketplace,4,54.94,219.76,200.86,18.9,4.1
2024-08-04,Nordeste,Casa e Decoração,Tapete Onda,E-commerce,3,452.76,1358.28,854.92,503.36,4.2
2024-08-04,Nordeste,Casa e Decoração,Vaso Raiz,E-commerce,3,221.85,665.55,382.52,283.03,4.0
2024-08-05,Centro-Oeste,Vestuário,Jaqueta Norte,Marketplace,2,129.91,259.82,155.76,104.06,3.0
2024-08-05,Centro-Oeste,Esporte e Lazer,Halteres Par,E-commerce,6,313.38,1880.28,1218.47,661.81,3.6
2024-08-05,Nordeste,Esporte e Lazer,Bicicleta Rota,E-commerce,4,371.9,1487.6,1049.92,437.68,3.7
2024-08-05,Sudeste,Esporte e Lazer,Bicicleta Rota,E-commerce,11,265.41,2919.51,1743.81,1175.7,3.9
2024-08-06,Sul,Esporte e Lazer,Prancha Maré,Loja física,5,492.82,2464.1,1465.87,998.23,4.6
2024-08-06,Sul,Vestuário,Tênis Passo,Loja física,9,150.85,1357.65,597.32,760.33,3.9
2024-08-06,Nordeste,Alimentos,Granola Cheia,E-commerce,3,16.8,50.4,40.67,9.73,4.3
2024-08-06,Nordeste,Vestuário,Calça Trilha,E-commerce,6,101.65,609.9,245.77,364.13,5.0
2024-08-06,Sul,Alimentos,Chá Manhã,Loja física,5,47.12,235.6,182.39,53.21,4.1
2024-08-07,Sudeste,Vestuário,Tênis Passo,Loja física,6,205.32,1231.92,652.0,579.92,3.7
2024-08-07,Sul,Casa e Decoração,Cadeira Foco,E-commerce,10,266.05,2660.5,1646.29,1014.21,2.5
2024-08-07,Nordeste,Eletrônicos,Fone Pulse,E-commerce,4,1088.85,4355.4,3671.04,684.36,3.0
2024-08-07,Nordeste,Eletrônicos,Notebook Aura,E-commerce,5,2043.55,10217.75,8577.62,1640.13,2.4
2024-08-07,Norte,Vestuário,Jaqueta Norte,E-commerce,4,158.46,633.84,345.37,288.47,3.8
2024-08-08,Nordeste,Eletrônicos,Tablet Nimbus,Loja física,3,1427.49,4282.47,3369.12,913.35,3.8
2024-08-08,Sudeste,Eletrônicos,Monitor Vista,Loja física,3,1828.2,5484.6,4223.0,1261.6,4.9
2024-08-08,Sul,Eletrônicos,Fone Pulse,Loja física,3,1896.54,5689.62,4443.97,1245.65,3.7
2024-08-08,Nordeste,Esporte e Lazer,Halteres Par,Loja física,5,374.88,1874.4,1247.02,627.38,4.8
2024-08-08,Nordeste,Vestuário,Jaqueta Norte,E-commerce,4,121.07,484.28,207.25,277.03,4.7
2024-08-08,Nordeste,Alimentos,Azeite Oliva,E-commerce,5,26.8,134.0,102.6,31.4,3.5
2024-08-08,Norte,Esporte e Lazer,Bicicleta Rota,E-commerce,3,434.58,1303.74,784.08,519.66,3.9
2024-08-08,Sul,Eletrônicos,Notebook Aura,E-commerce,1,1908.99,1908.99,1469.32,439.67,3.0
2024-08-08,Norte,Esporte e Lazer,Prancha Maré,Loja física,2,477.58,955.16,607.2,347.96,3.4
2024-08-08,Norte,Eletrônicos,Monitor Vista,E-commerce,7,2435.8,17050.6,14568.67,2481.93,2.8
2024-08-08,Centro-Oeste,Casa e Decoração,Vaso Raiz,Loja física,5,288.99,1444.95,813.95,631.0,3.9
2024-08-08,Sudeste,Vestuário,Jaqueta Norte,E-commerce,4,205.73,822.92,420.57,402.35,3.6
2024-08-09,Sudeste,Casa e Decoração,Cadeira Foco,Marketplace,6,308.34,1850.04,1183.57,666.47,3.0
2024-08-09,Nordeste,Eletrônicos,Notebook Aura,E-commerce,4,2643.45,10573.8,8302.88,2270.92,2.7
2024-08-09,Centro-Oeste,Vestuário,Tênis Passo,E-commerce,4,210.74,842.96,454.12,388.84,3.7
2024-08-09,Centro-Oeste,Alimentos,Chá Manhã,E-commerce,3,46.76,140.28,114.35,25.93,3.4
2024-08-09,Sul,Esporte e Lazer,Bicicleta Rota,E-commerce,1,355.79,355.79,242.04,113.75,5.0
2024-08-10,Nordeste,Eletrônicos,Fone Pulse,E-commerce,2,1894.65,3789.3,2740.46,1048.84,2.8
2024-08-10,Sudeste,Vestuário,Calça Trilha,Loja física,4,234.7,938.8,433.1,505.7,3.0
2024-08-10,Sudeste,Eletrônicos,Notebook Aura,Loja física,4,1569.41,6277.64,5437.37,840.27,4.0
2024-08-10,Sudeste,Casa e Decoração,Tapete Onda,E-commerce,9,204.13,1837.17,1067.72,769.45,3.3
2024-08-10,Centro-Oeste,Alimentos,Café Serra,Loja física,2,52.08,104.16,71.69,32.47,3.7
2024-08-10,Centro-Oeste,Casa e Decoração,Luminária Sol,E-commerce,3,369.67,1109.01,648.83,460.18,4.5
2024-08-11,Nordeste,Eletrônicos,Notebook Aura,Loja física,5,1569.41,7847.05,6713.96,1133.09,3.0
2024-08-11,Sul,Eletrônicos,Monitor Vista,Loja física,3,2129.28,6387.84,6064.04,323.8,3.8
2024-08-11,Sul,Eletrônicos,Tablet Nimbus,E-commerce,7,1173.94,8217.58,6366.14,1851.44,4.6
2024-08-11,Sul,Vestuário,Tênis Passo,E-commerce,3,185.87,557.61,254.16,303.45,4.4
2024-08-11,Nordeste,Casa e Decoração,Cadeira Foco,E-commerce,10,419.33,4193.3,2641.66,1551.64,4.2
2024-08-11,Centro-Oeste,Casa e Decoração,Cadeira Foco,E-commerce,4,232.09,928.36,581.32,347.04,4.6
2024-08-12,Sudeste,Esporte e Lazer,Bicicleta Rota,Loja física,2,271.72,543.44,350.69,192.75,3.8
2024-08-12,Sudeste,Alimentos,Chá Manhã,E-commerce,8,16.8,134.4,97.34,37.06,3.7
2024-08-12,Nordeste,Eletrônicos,Monitor Vista,Marketplace,9,1919.25,17273.25,14804.46,2468.79,2.8
2024-08-12,Sul,Vestuário,Calça Trilha,E-commerce,3,127.81,383.43,152.49,230.94,3.9
2024-08-12,Nordeste,Casa e Decoração,Cadeira Foco,Loja física,4,112.75,451.0,264.18,186.82,3.7
2024-08-13,Nordeste,Eletrônicos,Fone Pulse,Loja física,4,1885.74,7542.96,5936.83,1606.13,4.5
2024-08-13,Nordeste,Esporte e Lazer,Barraca Cume,Loja física,2,352.06,704.12,439.35,264.77,3.3
2024-08-13,Norte,Esporte e Lazer,Prancha Maré,E-commerce,6,661.4,3968.4,2429.84,1538.56,2.6
2024-08-13,Sudeste,Vestuário,Camiseta Base,Loja física,7,163.89,1147.23,561.39,585.84,4.1
2024-08-13,Sudeste,Eletrônicos,Tablet Nimbus,Loja física,10,2131.32,21313.2,17065.01,4248.19,3.0
2024-08-13,Sudeste,Vestuário,Tênis Passo,E-commerce,5,158.05,790.25,408.16,382.09,4.0
2024-08-14,Nordeste,Vestuário,Camiseta Base,Loja física,8,77.13,617.04,284.72,332.32,4.6
2024-08-14,Norte,Vestuário,Camiseta Base,E-commerce,3,218.45,655.35,295.86,359.49,3.9
2024-08-14,Sudeste,Vestuário,Tênis Passo,Loja física,5,200.13,1000.65,464.32,536.33,4.0
2024-08-14,Norte,Casa e Decoração,Luminária Sol,Loja física,3,248.3,744.9,365.74,379.16,4.5
2024-08-14,Sul,Esporte e Lazer,Prancha Maré,E-commerce,3,336.86,1010.58,757.49,253.09,3.7
2024-08-15,Sul,Eletrônicos,Notebook Aura,E-commerce,5,1250.67,6253.35,5497.58,755.77,3.0
2024-08-15,Sudeste,Eletrônicos,Monitor Vista,E-commerce,6,1277.32,7663.92,6927.47,736.45,4.0
2024-08-15,Centro-Oeste,Casa e Decoração,Cadeira Foco,E-commerce,7,447.21,3130.47,1752.16,1378.31,
2024-08-16,Norte,Alimentos,Azeite Oliva,E-commerce,5,16.84,84.2,56.66,27.54,
2024-08-16,Sudeste,Eletrônicos,Fone Pulse,Loja física,6,2227.51,13365.06,10812.18,2552.88,2.9
2024-08-16,Norte,Vestuário,Calça Trilha,E-commerce,2,180.91,361.82,159.11,202.71,4.5
2024-08-16,Sul,Esporte e Lazer,Bicicleta Rota,Loja física,2,432.02,864.04,564.14,299.9,3.8
2024-08-16,Sudeste,Esporte e Lazer,Prancha Maré,E-commerce,4,339.05,1356.2,831.92,524.28,4.0
2024-08-17,Sudeste,Vestuário,Jaqueta Norte,E-commerce,9,68.54,616.86,315.0,301.86,3.9
2024-08-17,Nordeste,Vestuário,Jaqueta Norte,E-commerce,4,92.38,369.52,207.57,161.95,4.2
2024-08-17,Sul,Vestuário,Calça Trilha,E-commerce,6,225.02,1350.12,611.2,738.92,4.5
2024-08-17,Nordeste,Casa e Decoração,Cadeira Foco,E-commerce,7,333.62,2335.34,1414.46,920.88,3.5
2024-08-17,Sudeste,Alimentos,Granola Cheia,E-commerce,7,69.4,485.8,329.72,156.08,4.4
2024-08-17,Centro-Oeste,Casa e Decoração,Vaso Raiz,E-commerce,2,146.69,293.38,155.7,137.68,4.0
2024-08-18,Nordeste,Alimentos,Chá Manhã,E-commerce,5,73.64,368.2,237.44,130.76,4.1
2024-08-18,Nordeste,Alimentos,Café Serra,Loja física,7,67.55,472.85,349.57,123.28,3.5
2024-08-18,Sul,Alimentos,Azeite Oliva,Marketplace,5,45.42,227.1,200.23,26.87,4.3
2024-08-18,Nordeste,Alimentos,Granola Cheia,Loja física,5,22.33,111.65,72.13,39.52,4.2
2024-08-18,Sudeste,Eletrônicos,Monitor Vista,E-commerce,10,1344.07,13440.7,11106.15,2334.55,3.2
2024-08-19,Norte,Casa e Decoração,Luminária Sol,E-commerce,1,179.96,179.96,90.27,89.69,3.3
2024-08-19,Nordeste,Alimentos,Café Serra,E-commerce,2,16.8,33.6,22.86,10.74,3.5
2024-08-19,Norte,Vestuário,Jaqueta Norte,E-commerce,5,132.14,660.7,242.55,418.15,3.8
2024-08-19,Sudeste,Alimentos,Granola Cheia,E-commerce,5,30.2,151.0,106.72,44.28,3.4
2024-08-19,Nordeste,Alimentos,Chá Manhã,Loja física,5,72.97,364.85,267.39,97.46,4.0
2024-08-19,Sudeste,Esporte e Lazer,Bicicleta Rota,E-commerce,6,403.15,2418.9,1564.35,854.55,3.8
2024-08-19,Centro-Oeste,Casa e Decoração,Cadeira Foco,Loja física,5,486.02,2430.1,1502.06,928.04,2.7
2024-08-20,Centro-Oeste,Alimentos,Granola Cheia,E-commerce,1,34.48,34.48,26.07,8.41,3.0
2024-08-20,Sul,Esporte e Lazer,Barraca Cume,E-commerce,3,346.2,1038.6,523.64,514.96,3.8
2024-08-20,Sul,Eletrônicos,Fone Pulse,E-commerce,3,1679.29,5037.87,4204.85,833.02,3.4
2024-08-20,Sul,Casa e Decoração,Cadeira Foco,Marketplace,3,347.8,1043.4,804.72,238.68,3.8
2024-08-20,Sul,Vestuário,Jaqueta Norte,E-commerce,6,224.37,1346.22,699.26,646.96,3.5
2024-08-21,Sudeste,Vestuário,Camiseta Base,E-commerce,4,92.79,371.16,158.64,212.52,4.0
2024-08-21,Sul,Alimentos,Azeite Oliva,E-commerce,2,85.3,170.6,134.99,35.61,2.9
2024-08-21,Sudeste,Eletrônicos,Notebook Aura,E-commerce,5,2674.87,13374.35,11521.34,1853.01,4.4
2024-08-21,Nordeste,Vestuário,Camiseta Base,E-commerce,8,113.8,910.4,440.62,469.78,5.0
2024-08-21,Sul,Alimentos,Café Serra,E-commerce,3,16.8,50.4,31.98,18.42,3.7
2024-08-22,Sul,Eletrônicos,Monitor Vista,E-commerce,4,2204.4,8817.6,7925.06,892.54,4.2
2024-08-22,Sul,Eletrônicos,Fone Pulse,E-commerce,1,716.1,716.1,539.0,177.1,4.2
2024-08-22,Sudeste,Eletrônicos,Tablet Nimbus,Loja física,6,2292.8,13756.8,11042.85,2713.95,4.1
2024-08-22,Sudeste,Alimentos,Granola Cheia,E-commerce,7,43.29,303.03,219.22,83.81,4.1
2024-08-22,Sudeste,Vestuário,Jaqueta Norte,Marketplace,8,139.58,1116.64,558.41,558.23,4.7
2024-08-22,Nordeste,Alimentos,Café Serra,E-commerce,2,58.94,117.88,79.28,38.6,3.8
2024-08-22,Sul,Vestuário,Camiseta Base,E-commerce,6,94.65,567.9,291.94,275.96,5.0
2024-08-22,Nordeste,Casa e Decoração,Luminária Sol,Marketplace,1,422.55,422.55,311.6,110.95,4.8
2024-08-22,Nordeste,Esporte e Lazer,Prancha Maré,E-commerce,3,504.22,1512.66,902.55,610.11,4.3
2024-08-22,Sudeste,Alimentos,Azeite Oliva,E-commerce,5,45.35,226.75,191.07,35.68,4.1
2024-08-22,Nordeste,Eletrônicos,Fone Pulse,Loja física,3,1931.13,5793.39,4431.88,1361.51,3.1
2024-08-22,Sul,Alimentos,Café Serra,Marketplace,4,71.04,284.16,228.6,55.56,2.6
2024-08-23,Sudeste,Eletrônicos,Monitor Vista,Loja física,10,1450.68,14506.8,10570.12,3936.68,3.5
2024-08-23,Sudeste,Vestuário,Camiseta Base,E-commerce,5,163.04,815.2,421.29,393.91,3.5
2024-08-23,Norte,Eletrônicos,Notebook Aura,Marketplace,1,2447.46,2447.46,2195.3,252.16,4.3
2024-08-23,Centro-Oeste,Esporte e Lazer,Halteres Par,Loja física,4,289.53,1158.12,758.35,399.77,3.4
2024-08-23,Sudeste,Esporte e Lazer,Halteres Par,Marketplace,1,266.0,266.0,206.89,59.11,4.8
2024-08-23,Sudeste,Eletrônicos,Notebook Aura,Loja física,8,1671.45,13371.6,10656.1,2715.5,3.3
2024-08-24,Sudeste,Alimentos,Granola Cheia,Marketplace,5,49.91,249.55,209.03,40.52,2.8
2024-08-24,Nordeste,Vestuário,Tênis Passo,Loja física,3,135.07,405.21,189.71,215.5,3.9
2024-08-24,Norte,Alimentos,Granola Cheia,E-commerce,4,29.1,116.4,86.75,29.65,3.7
2024-08-25,Sul,Alimentos,Chá Manhã,Loja física,5,33.25,166.25,112.61,53.64,2.9
2024-08-25,Nordeste,Alimentos,Chá Manhã,Loja física,3,31.01,93.03,67.55,25.48,5.0
2024-08-25,Sudeste,Casa e Decoração,Cadeira Foco,Marketplace,6,338.98,2033.88,1227.86,806.02,3.1
2024-08-25,Norte,Esporte e Lazer,Prancha Maré,Loja física,4,479.45,1917.8,997.95,919.85,4.6
2024-08-26,Norte,Vestuário,Camiseta Base,Loja física,3,107.16,321.48,140.65,180.83,4.0
2024-08-26,Norte,Esporte e Lazer,Halteres Par,E-commerce,4,459.51,1838.04,1262.82,575.22,3.7
2024-08-26,Nordeste,Casa e Decoração,Tapete Onda,E-commerce,3,235.13,705.39,388.98,316.41,2.7
2024-08-26,Nordeste,Casa e Decoração,Tapete Onda,E-commerce,3,305.77,917.31,616.31,301.0,3.8
2024-08-26,Nordeste,Casa e Decoração,Luminária Sol,Marketplace,7,290.59,2034.13,1319.42,714.71,3.3
2024-08-26,Sul,Vestuário,Camiseta Base,E-commerce,3,146.58,439.74,196.31,243.43,4.4
2024-08-27,Sul,Eletrônicos,Notebook Aura,Loja física,1,1791.36,1791.36,1329.05,462.31,3.1
